ID_CONTA	DT_ACORDO	QTD_PARCELAMENTO_3M	QTD_PARCELAMENTO_6M	QTD_PARCELAMENTO_12M
1311317	2019-06-03	0	0	0
1311900	2019-06-03	1	1	1
1312353	2019-06-03	1	1	2
1312971	2019-06-03	1	2	4
1047643	2019-06-03	1	1	2
1048162	2019-06-03	0	1	1
966756	2019-06-03	0	0	0
967423	2019-06-03	0	0	0
967609	2019-06-03	2	2	2
972471	2019-06-03	0	0	0
973676	2019-06-03	0	0	1
974193	2019-06-03	0	1	1
974711	2019-06-03	0	0	0
978002	2019-06-03	1	1	1
978556	2019-06-03	0	0	0
981078	2019-06-03	1	1	1
981196	2019-06-03	1	1	1
982317	2019-06-03	0	1	2
983921	2019-06-03	1	2	3
986107	2019-06-03	0	0	0
987094	2019-06-03	0	0	0
989887	2019-06-03	2	2	2
991324	2019-06-03	0	0	0
991438	2019-06-03	1	1	2
1054078	2019-06-03	0	0	0
1054246	2019-06-03	1	1	1
1054764	2019-06-03	0	0	0
1055332	2019-06-03	2	2	2
1041296	2019-06-03	1	1	1
1250729	2019-06-03	1	1	1
1251397	2019-06-03	0	0	0
1308921	2019-06-03	0	0	0
1311229	2019-06-03	0	0	0
1042700	2019-06-03	0	0	0
1044765	2019-06-03	0	0	0
1044840	2019-06-03	0	0	0
1045333	2019-06-03	0	0	0
1046610	2019-06-03	1	1	3
1047180	2019-06-03	0	1	1
1049177	2019-06-03	0	1	1
1049377	2019-06-03	0	0	1
1049720	2019-06-03	0	0	0
968591	2019-06-03	0	0	0
969193	2019-06-03	0	0	0
971472	2019-06-03	2	2	2
974446	2019-06-03	1	2	2
974841	2019-06-03	0	0	0
976579	2019-06-03	0	0	1
976888	2019-06-03	0	0	0
978149	2019-06-03	0	0	0
979594	2019-06-03	0	0	0
979662	2019-06-03	0	0	0
982963	2019-06-03	0	0	0
983263	2019-06-03	0	0	0
984208	2019-06-03	1	1	1
984299	2019-06-03	1	1	3
984735	2019-06-03	0	0	0
985044	2019-06-03	0	0	1
986339	2019-06-03	0	0	0
986471	2019-06-03	0	0	0
986773	2019-06-03	0	1	1
986848	2019-06-03	0	0	0
987875	2019-06-03	0	0	1
988613	2019-06-03	0	0	0
1055395	2019-06-03	0	0	0
1055729	2019-06-03	0	0	0
1055995	2019-06-03	0	0	0
1312874	2019-06-03	1	1	1
1314439	2019-06-03	0	1	1
1314807	2019-06-03	0	0	0
1316152	2019-06-03	0	0	0
1260155	2019-06-03	0	0	0
1260323	2019-06-03	0	0	0
1260398	2019-06-03	0	0	0
1260589	2019-06-03	1	1	1
1260691	2019-06-03	1	1	1
1260800	2019-06-03	0	0	0
1135983	2019-06-03	2	2	4
1136592	2019-06-03	0	0	0
1136785	2019-06-03	0	0	0
1137989	2019-06-03	0	0	1
1138487	2019-06-03	0	0	0
1139066	2019-06-03	1	1	1
1313433	2019-06-03	0	1	1
1313701	2019-06-03	1	1	1
1314012	2019-06-03	0	0	0
1315148	2019-06-03	1	1	1
1315380	2019-06-03	0	0	0
1315582	2019-06-03	0	1	1
1315639	2019-06-03	1	1	1
1316779	2019-06-03	0	0	0
1260062	2019-06-03	1	1	2
1244128	2019-06-03	0	0	0
1244364	2019-06-03	0	0	0
1244832	2019-06-03	1	2	2
1245818	2019-06-03	0	0	0
1247193	2019-06-03	0	0	0
1247890	2019-06-03	1	1	1
1248333	2019-06-03	1	1	1
1249344	2019-06-03	0	0	0
1250387	2019-06-03	1	2	3
1250419	2019-06-03	0	0	0
1309501	2019-06-03	0	0	0
1309790	2019-06-03	1	1	1
1309958	2019-06-03	1	1	1
1310326	2019-06-03	0	0	0
1311144	2019-06-03	1	1	1
1311973	2019-06-03	0	0	0
1312341	2019-06-03	0	0	0
1031387	2019-06-03	0	0	0
1032037	2019-06-03	0	0	0
1032155	2019-06-03	0	0	0
1033234	2019-06-03	2	2	3
1033527	2019-06-03	0	0	0
1034252	2019-06-03	0	0	0
1035892	2019-06-03	0	0	0
1037846	2019-06-03	0	0	0
1039836	2019-06-03	0	1	1
1040397	2019-06-03	1	1	1
1041097	2019-06-03	0	0	0
1250798	2019-06-03	0	0	0
1251241	2019-06-03	1	2	3
1309215	2019-06-03	1	1	1
1309969	2019-06-03	0	0	0
1056918	2019-06-03	0	1	1
1312636	2019-06-03	1	1	1
1313407	2019-06-03	1	1	1
1314893	2019-06-03	1	2	2
1315008	2019-06-03	0	0	0
1317366	2019-06-03	0	0	0
1135401	2019-06-03	0	0	0
1136920	2019-06-03	1	2	2
1137391	2019-06-03	0	0	0
1138259	2019-06-03	0	0	0
1139228	2019-06-03	1	1	1
1141971	2019-06-03	0	0	0
1313557	2019-06-03	0	0	0
1315179	2019-06-03	0	0	0
1316498	2019-06-03	1	1	1
1260292	2019-06-03	0	0	0
1260777	2019-06-03	1	1	1
1060011	2019-06-03	0	1	1
1060379	2019-06-03	0	0	0
1060580	2019-06-03	0	0	0
1060665	2019-06-03	0	0	0
1062302	2019-06-03	0	0	0
1063570	2019-06-03	0	0	0
1064656	2019-06-03	0	0	0
1064806	2019-06-03	0	0	0
1065810	2019-06-03	1	1	1
1066163	2019-06-03	0	0	0
1086216	2019-06-03	0	1	2
1086551	2019-06-03	0	0	0
1086919	2019-06-03	0	1	2
1087284	2019-06-03	0	0	0
1089895	2019-06-03	0	0	0
1239095	2019-06-03	0	0	0
1239178	2019-06-03	2	2	2
1240399	2019-06-03	0	0	0
1247383	2019-06-03	0	0	0
1247751	2019-06-03	1	1	1
1248770	2019-06-03	0	0	0
1248853	2019-06-03	1	1	1
1249204	2019-06-03	2	2	2
1249474	2019-06-03	0	0	0
1249772	2019-06-03	1	2	4
1240950	2019-06-03	0	0	0
1242003	2019-06-03	0	0	0
1242454	2019-06-03	0	1	2
1242771	2019-06-03	0	0	1
1243941	2019-06-03	0	0	0
1245062	2019-06-03	0	1	1
1245928	2019-06-03	0	0	0
1246162	2019-06-03	0	0	0
1246215	2019-06-03	0	0	0
1247366	2019-06-03	0	0	0
1247632	2019-06-03	1	2	2
1247749	2019-06-03	0	0	0
1248836	2019-06-03	0	0	0
1249270	2019-06-03	0	0	0
1249738	2019-06-03	0	0	0
1250610	2019-06-03	0	0	0
1251144	2019-06-03	0	0	0
1308734	2019-06-03	1	1	1
1309102	2019-06-03	1	1	1
1309336	2019-06-03	0	0	0
1309536	2019-06-03	0	0	0
1311759	2019-06-03	0	0	0
888367	2019-06-03	0	0	0
889337	2019-06-03	1	1	1
890371	2019-06-03	0	0	1
1027047	2019-06-03	1	1	2
1029187	2019-06-03	1	2	5
1030487	2019-06-03	0	0	0
1030721	2019-06-03	0	0	1
1031491	2019-06-03	0	0	0
1032897	2019-06-03	0	0	0
1033582	2019-06-03	1	1	1
1034431	2019-06-03	1	1	2
1035754	2019-06-03	0	0	0
1036505	2019-06-03	0	0	0
1036841	2019-06-03	1	3	5
1037339	2019-06-03	0	1	1
1039964	2019-06-03	0	0	0
1040715	2019-06-03	0	0	0
1251595	2019-06-03	0	0	0
1309585	2019-06-03	1	1	1
1309755	2019-06-03	0	0	0
1309821	2019-06-03	0	0	0
1310438	2019-06-03	0	0	0
1310757	2019-06-03	1	1	1
1310976	2019-06-03	0	0	0
1312878	2019-06-03	1	2	2
1042406	2019-06-03	0	0	0
1044510	2019-06-03	0	0	1
1045063	2019-06-03	0	0	1
1045480	2019-06-03	0	0	0
1045629	2019-06-03	0	0	0
1045916	2019-06-03	0	0	0
1047871	2019-06-03	0	0	0
1240861	2019-06-03	1	2	2
1243533	2019-06-03	0	0	0
1243926	2019-06-03	1	1	1
1244194	2019-06-03	0	0	0
1236567	2019-06-03	1	1	2
1238646	2019-06-03	0	0	0
1238707	2019-06-03	0	0	0
1239007	2019-06-03	1	1	2
1239657	2019-06-03	1	1	2
1246091	2019-06-03	1	1	3
1246291	2019-06-03	0	0	0
1246784	2019-06-03	0	0	0
1246870	2019-06-03	0	0	0
1247020	2019-06-03	0	0	0
1247974	2019-06-03	1	1	1
1249378	2019-06-03	0	0	0
1241336	2019-06-03	0	0	0
1241797	2019-06-03	0	0	0
1242265	2019-06-03	1	1	1
1243069	2019-06-03	1	1	3
1243519	2019-06-03	0	0	0
1243619	2019-06-03	0	0	0
1245041	2019-06-03	0	0	0
1245123	2019-06-03	0	0	0
1245716	2019-06-03	1	1	1
1245784	2019-06-03	0	0	0
1246034	2019-06-03	1	1	1
1246284	2019-06-03	0	0	0
1246470	2019-06-03	0	1	1
1246977	2019-06-03	0	0	0
1248156	2019-06-03	1	1	1
1250310	2019-06-03	1	1	3
1312223	2019-06-03	1	1	1
1312409	2019-06-03	0	0	0
1312723	2019-06-03	1	1	1
1041883	2019-06-03	1	1	1
1043587	2019-06-03	0	0	0
1044155	2019-06-03	1	1	1
1046420	2019-06-03	2	2	2
1048267	2019-06-03	0	0	1
967329	2019-06-03	0	0	0
970087	2019-06-03	1	1	1
976067	2019-06-03	0	0	0
979361	2019-06-03	1	2	3
980615	2019-06-03	1	2	3
984477	2019-06-03	0	1	1
985452	2019-06-03	1	1	1
985931	2019-06-03	0	0	1
988971	2019-06-03	0	1	1
989464	2019-06-03	0	0	0
990318	2019-06-03	1	1	1
990850	2019-06-03	1	2	2
1053722	2019-06-03	0	0	0
1053965	2019-06-03	0	0	0
1055051	2019-06-03	0	1	1
1055226	2019-06-03	0	0	1
1057116	2019-06-03	1	1	1
1312991	2019-06-03	0	0	0
1315467	2019-06-03	0	0	0
1316610	2019-06-03	1	2	3
1316767	2019-06-03	0	0	0
1260472	2019-06-03	0	0	0
1260758	2019-06-03	0	0	0
1138161	2019-06-03	0	0	0
1141198	2019-06-03	0	1	2
1141805	2019-06-03	0	0	0
1313266	2019-06-03	1	1	1
1313341	2019-06-03	0	0	0
1314388	2019-06-03	1	1	1
1316035	2019-06-03	0	0	0
1317128	2019-06-03	0	0	0
1260115	2019-06-03	1	2	2
1260808	2019-06-03	0	0	0
1261165	2019-06-03	0	0	0
1058713	2019-06-03	0	0	0
1058827	2019-06-03	1	1	1
1060299	2019-06-03	1	1	1
1060760	2019-06-03	0	0	1
1061421	2019-06-03	0	0	0
1062746	2019-06-03	0	0	1
1062796	2019-06-03	1	2	2
1063375	2019-06-03	0	0	0
1063718	2019-06-03	0	0	0
1066576	2019-06-03	0	0	0
1067369	2019-06-03	1	1	1
1087439	2019-06-03	0	0	0
1088111	2019-06-03	0	0	0
1088450	2019-06-03	0	0	0
1089722	2019-06-03	0	0	0
1090272	2019-06-03	1	1	1
1091169	2019-06-03	0	0	0
1091308	2019-06-03	0	1	2
994626	2019-06-03	1	1	1
995437	2019-06-03	0	0	0
997695	2019-06-03	1	1	1
1001896	2019-06-03	2	2	2
1057708	2019-06-03	1	1	1
1058203	2019-06-03	0	0	1
1058444	2019-06-03	0	0	0
1059239	2019-06-03	1	2	2
1060518	2019-06-03	1	2	2
1062415	2019-06-03	0	0	0
1063151	2019-06-03	0	0	0
1063315	2019-06-03	0	0	0
1066400	2019-06-03	1	1	1
1086988	2019-06-03	0	0	0
1088226	2019-06-03	0	0	2
1088796	2019-06-03	0	0	0
1089396	2019-06-03	0	0	0
1089823	2019-06-03	0	1	1
1090300	2019-06-03	0	0	0
995631	2019-06-03	0	0	0
998814	2019-06-03	1	1	2
999314	2019-06-03	0	0	1
999473	2019-06-03	0	1	1
1000645	2019-06-03	0	0	0
1004062	2019-06-03	0	0	0
1006234	2019-06-03	0	0	0
1006761	2019-06-03	1	1	1
1069876	2019-06-03	0	0	0
1070035	2019-06-03	0	0	0
1070569	2019-06-03	0	0	0
1070844	2019-06-03	0	0	0
1071203	2019-06-03	0	0	0
1071916	2019-06-03	0	0	0
1072116	2019-06-03	0	0	0
1073377	2019-06-03	0	0	0
1075015	2019-06-03	0	0	1
991767	2019-06-03	1	1	1
992316	2019-06-03	0	0	0
992469	2019-06-03	0	0	0
1053818	2019-06-03	2	2	2
1056328	2019-06-03	0	0	0
1056643	2019-06-03	0	0	0
1056809	2019-06-03	0	0	0
1057264	2019-06-03	0	0	0
1313362	2019-06-03	1	1	1
1314066	2019-06-03	0	0	0
1314132	2019-06-03	1	2	2
1315619	2019-06-03	0	1	1
1315855	2019-06-03	0	0	0
1317108	2019-06-03	1	2	2
1134908	2019-06-03	0	0	0
1135310	2019-06-03	1	2	4
1135842	2019-06-03	0	0	0
1136161	2019-06-03	1	1	1
1136280	2019-06-03	0	0	0
1136497	2019-06-03	0	0	0
1137935	2019-06-03	2	2	2
1140656	2019-06-03	0	0	0
1141392	2019-06-03	0	0	0
1314632	2019-06-03	0	0	0
1316638	2019-06-03	0	0	0
1316925	2019-06-03	2	2	2
1260486	2019-06-03	0	0	0
1059653	2019-06-03	0	0	0
1064333	2019-06-03	0	0	0
1065065	2019-06-03	0	0	1
1065352	2019-06-03	0	0	0
1066088	2019-06-03	0	0	0
1066320	2019-06-03	1	1	2
1067307	2019-06-03	0	1	1
1067622	2019-06-03	1	2	2
1087027	2019-06-03	1	1	1
1087561	2019-06-03	1	2	2
1087961	2019-06-03	0	0	0
1089218	2019-06-03	1	1	1
994475	2019-06-03	0	0	1
994758	2019-06-03	1	1	1
998285	2019-06-03	2	2	2
1001457	2019-06-03	0	1	1
1004633	2019-06-03	0	0	0
1006522	2019-06-03	0	0	0
1007007	2019-06-03	1	2	4
1007860	2019-06-03	0	0	0
1068107	2019-06-03	2	2	2
1068860	2019-06-03	1	1	1
1069698	2019-06-03	0	0	0
1071098	2019-06-03	0	0	0
1071300	2019-06-03	1	1	2
1071534	2019-06-03	1	2	2
1072387	2019-06-03	0	0	0
1072670	2019-06-03	1	2	4
1073004	2019-06-03	0	0	0
1076631	2019-06-03	0	0	0
1081577	2019-06-03	0	0	0
1082583	2019-06-03	0	0	0
1084287	2019-06-03	0	0	0
1084702	2019-06-03	0	0	0
1114769	2019-06-03	0	0	0
1115605	2019-06-03	1	1	1
1118079	2019-06-03	0	0	0
965511	2019-06-03	0	0	0
966262	2019-06-03	1	1	2
968068	2019-06-03	0	0	0
970306	2019-06-03	2	2	2
971159	2019-06-03	0	0	0
971325	2019-06-03	0	0	0
971763	2019-06-03	0	0	0
973499	2019-06-03	0	0	0
976390	2019-06-03	1	1	3
977060	2019-06-03	0	0	0
977377	2019-06-03	0	0	0
977511	2019-06-03	1	1	1
977711	2019-06-03	1	1	1
978862	2019-06-03	0	0	0
982172	2019-06-03	0	0	0
983993	2019-06-03	0	1	3
984931	2019-06-03	0	0	0
987454	2019-06-03	1	1	1
989160	2019-06-03	1	1	2
991649	2019-06-03	0	0	0
992117	2019-06-03	0	0	0
1054621	2019-06-03	0	0	0
1313229	2019-06-03	0	0	0
1313463	2019-06-03	1	1	1
1314718	2019-06-03	0	1	1
1315686	2019-06-03	0	0	0
1316305	2019-06-03	2	2	4
1317039	2019-06-03	0	0	0
1260100	2019-06-03	0	0	0
1136728	2019-06-03	0	0	0
1137249	2019-06-03	0	0	0
1138785	2019-06-03	0	0	0
995336	2019-06-03	0	0	0
997289	2019-06-03	1	1	1
999093	2019-06-03	0	0	0
1001048	2019-06-03	2	3	3
1001634	2019-06-03	0	0	0
1003423	2019-06-03	0	0	0
1003823	2019-06-03	1	1	2
1004224	2019-06-03	0	0	0
1007650	2019-06-03	0	0	0
1068653	2019-06-03	1	1	1
1069153	2019-06-03	1	1	1
1073098	2019-06-03	0	0	0
1076120	2019-06-03	0	0	0
1078914	2019-06-03	1	1	1
1079817	2019-06-03	0	0	0
1080017	2019-06-03	0	0	0
1080418	2019-06-03	0	0	0
1080936	2019-06-03	0	0	0
1082957	2019-06-03	0	0	0
1083443	2019-06-03	0	0	0
1083543	2019-06-03	1	1	1
1085598	2019-06-03	2	2	2
1085797	2019-06-03	0	0	0
1115046	2019-06-03	1	1	1
1115263	2019-06-03	1	1	2
1116013	2019-06-03	0	1	3
1116249	2019-06-03	0	0	0
1117553	2019-06-03	0	0	0
1117854	2019-06-03	2	2	2
1118839	2019-06-03	0	0	0
1120576	2019-06-03	1	1	1
1121398	2019-06-03	0	0	0
1250771	2019-06-03	0	1	2
1251046	2019-06-03	0	0	0
1251307	2019-06-03	1	1	1
1251500	2019-06-03	1	1	1
1309038	2019-06-03	1	1	1
1309424	2019-06-03	0	0	0
1310703	2019-06-03	2	2	2
1310746	2019-06-03	0	0	0
1311464	2019-06-03	0	0	0
888711	2019-06-03	1	2	2
1026841	2019-06-03	0	0	0
1027909	2019-06-03	0	0	0
1029935	2019-06-03	0	0	0
1030567	2019-06-03	0	0	0
1031096	2019-06-03	0	0	0
1033107	2019-06-03	0	0	0
1034736	2019-06-03	0	0	1
1036001	2019-06-03	0	0	0
1036201	2019-06-03	0	1	1
1036783	2019-06-03	0	0	2
1037562	2019-06-03	0	0	0
1039109	2019-06-03	0	0	0
1039309	2019-06-03	0	0	0
1040806	2019-06-03	1	1	1
1250889	2019-06-03	0	0	0
1308770	2019-06-03	0	0	0
1310203	2019-06-03	0	0	0
1310267	2019-06-03	0	1	2
1311571	2019-06-03	1	1	1
1311632	2019-06-03	1	1	1
1311989	2019-06-03	0	0	0
1042049	2019-06-03	0	1	4
1075215	2019-06-03	0	0	0
1076919	2019-06-03	0	0	0
1079127	2019-06-03	1	1	1
1081533	2019-06-03	1	1	1
1081810	2019-06-03	0	0	0
1084648	2019-06-03	0	0	0
1085041	2019-06-03	0	0	0
1085345	2019-06-03	0	0	0
1085920	2019-06-03	0	0	0
1086047	2019-06-03	0	0	0
1115327	2019-06-03	1	1	2
1115425	2019-06-03	0	0	0
1116195	2019-06-03	1	2	3
1116427	2019-06-03	1	1	1
1116638	2019-06-03	0	1	2
1116931	2019-06-03	0	0	0
1117406	2019-06-03	0	0	0
1117499	2019-06-03	0	0	0
1117665	2019-06-03	0	0	0
1118031	2019-06-03	0	0	0
1119301	2019-06-03	1	1	1
1119703	2019-06-03	0	0	0
1119980	2019-06-03	0	0	0
1120171	2019-06-03	1	1	1
1120307	2019-06-03	0	0	0
1121316	2019-06-03	0	0	0
1122722	2019-06-03	1	2	3
1122781	2019-06-03	0	1	1
1123254	2019-06-03	0	0	2
1123683	2019-06-03	0	0	0
1262304	2019-06-03	0	1	1
1262361	2019-06-03	0	0	0
1118898	2019-06-03	0	0	0
1119449	2019-06-03	2	2	2
1122308	2019-06-03	0	0	0
1123325	2019-06-03	0	0	0
1262858	2019-06-03	0	0	0
1263094	2019-06-03	1	1	1
1264598	2019-06-03	1	1	1
1265568	2019-06-03	0	0	0
1261756	2019-06-03	0	0	0
1261924	2019-06-03	0	0	0
1261973	2019-06-03	0	0	0
1262192	2019-06-03	0	0	0
1262558	2019-06-03	0	0	0
1263411	2019-06-03	0	0	0
1263962	2019-06-03	1	2	2
1264245	2019-06-03	0	0	0
1264879	2019-06-03	0	0	0
1265968	2019-06-03	1	1	3
1266217	2019-06-03	0	0	0
1267138	2019-06-03	0	0	0
1267336	2019-06-03	0	0	0
1268374	2019-06-03	0	1	1
1268876	2019-06-03	1	1	1
1269493	2019-06-03	1	1	1
1269529	2019-06-03	0	0	0
1269610	2019-06-03	0	0	0
1270129	2019-06-03	0	0	0
1270214	2019-06-03	0	0	0
1270263	2019-06-03	1	2	2
1267838	2019-06-03	1	2	3
1268274	2019-06-03	0	0	1
1268391	2019-06-03	0	1	1
1121598	2019-06-03	0	2	2
1122883	2019-06-03	1	1	1
1123787	2019-06-03	1	2	2
1260828	2019-06-03	0	0	0
1261563	2019-06-03	0	0	0
1261749	2019-06-03	0	0	0
1261963	2019-06-03	0	0	0
1262431	2019-06-03	1	1	1
1262618	2019-06-03	0	0	0
1262785	2019-06-03	0	0	0
1263603	2019-06-03	1	2	2
1264089	2019-06-03	1	1	1
1264339	2019-06-03	1	1	2
1264421	2019-06-03	0	1	1
1264672	2019-06-03	0	0	0
1265440	2019-06-03	0	0	0
1265625	2019-06-03	0	0	0
1261431	2019-06-03	1	2	3
1261564	2019-06-03	0	0	0
1262867	2019-06-03	0	0	0
1263067	2019-06-03	0	0	0
1263268	2019-06-03	0	1	1
1263804	2019-06-03	1	1	1
1265108	2019-06-03	0	0	0
1265708	2019-06-03	0	0	0
1267412	2019-06-03	0	0	0
1267879	2019-06-03	0	0	0
1268266	2019-06-03	0	0	0
1269052	2019-06-03	0	0	0
1269119	2019-06-03	1	1	1
1269302	2019-06-03	0	0	0
1269738	2019-06-03	1	1	2
1002482	2019-06-03	1	1	1
1003250	2019-06-03	1	1	3
1004347	2019-06-03	0	0	0
1004740	2019-06-03	0	0	1
1005976	2019-06-03	0	0	1
1006051	2019-06-03	0	0	0
1007473	2019-06-03	0	0	0
1067787	2019-06-03	0	0	0
1067994	2019-06-03	0	0	0
1068237	2019-06-03	1	2	2
1068337	2019-06-03	0	1	1
1069434	2019-06-03	0	0	0
1069523	2019-06-03	0	0	0
1071763	2019-06-03	0	0	0
1073928	2019-06-03	2	2	2
1075432	2019-06-03	1	1	2
1075600	2019-06-03	1	1	1
1076043	2019-06-03	0	0	0
1077104	2019-06-03	0	1	2
1077747	2019-06-03	0	0	0
1078008	2019-06-03	0	0	0
1078172	2019-06-03	0	0	0
1080816	2019-06-03	0	0	0
1080991	2019-06-03	0	1	3
1081023	2019-06-03	0	0	0
1081259	2019-06-03	0	0	0
1081359	2019-06-03	0	0	1
1082109	2019-06-03	0	0	0
1082459	2019-06-03	0	0	1
1084356	2019-06-03	0	0	0
1085478	2019-06-03	0	0	0
1114915	2019-06-03	2	2	2
1115708	2019-06-03	2	2	2
1116344	2019-06-03	2	2	2
1118391	2019-06-03	1	1	1
1118527	2019-06-03	2	2	4
1119527	2019-06-03	1	1	2
1119863	2019-06-03	1	1	1
1122385	2019-06-03	0	0	0
1122635	2019-06-03	0	0	0
1123471	2019-06-03	0	0	1
1261008	2019-06-03	0	0	0
1261658	2019-06-03	0	1	1
1261776	2019-06-03	0	0	0
1262094	2019-06-03	0	0	0
1263055	2019-06-03	1	1	2
1263255	2019-06-03	0	0	0
1263784	2019-06-03	0	0	0
1263916	2019-06-03	1	1	1
1265027	2019-06-03	1	1	2
1261265	2019-06-03	0	0	0
1261358	2019-06-03	0	0	0
1261837	2019-06-03	0	0	0
1262387	2019-06-03	0	0	0
1262687	2019-06-03	0	0	0
1264384	2019-06-03	0	0	0
1264770	2019-06-03	0	0	0
1264827	2019-06-03	0	0	0
1265813	2019-06-03	0	0	0
1265806	2019-06-03	0	0	0
1266088	2019-06-03	1	2	2
1266263	2019-06-03	1	1	1
1267460	2019-06-03	1	1	3
1268103	2019-06-03	0	0	0
1269725	2019-06-03	0	0	0
1269875	2019-06-03	1	1	1
1269939	2019-06-03	0	0	0
1266756	2019-06-03	0	0	0
1267049	2019-06-03	0	0	0
1268328	2019-06-03	0	0	0
1269764	2019-06-03	0	0	0
1269857	2019-06-03	0	1	1
1270132	2019-06-03	0	0	0
1270193	2019-06-03	0	1	1
1270350	2019-06-03	0	0	0
1270668	2019-06-03	1	2	3
1271579	2019-06-03	1	2	2
1272297	2019-06-03	0	0	0
1272422	2019-06-03	0	1	1
1272697	2019-06-03	0	1	1
1273744	2019-06-03	0	0	0
1274226	2019-06-03	0	0	0
1271443	2019-06-03	0	0	0
1271761	2019-06-03	1	2	2
1273158	2019-06-03	0	0	0
1275973	2019-06-03	1	2	3
1276516	2019-06-03	0	0	1
1276784	2019-06-03	1	1	1
1278070	2019-06-03	0	0	0
1278599	2019-06-03	2	2	2
1279285	2019-06-03	1	2	4
1275884	2019-06-03	0	0	0
1276066	2019-06-03	0	0	0
1276566	2019-06-03	0	0	0
1278606	2019-06-03	0	0	0
1278699	2019-06-03	0	0	0
1042717	2019-06-03	0	0	0
1042985	2019-06-03	0	0	0
1043796	2019-06-03	2	2	2
1045243	2019-06-03	0	1	1
1046079	2019-06-03	0	0	0
1047004	2019-06-03	0	0	1
1047347	2019-06-03	0	0	0
1048058	2019-06-03	0	0	0
1048594	2019-06-03	1	1	1
1049019	2019-06-03	0	0	0
1049569	2019-06-03	1	2	3
1050012	2019-06-03	1	1	1
965730	2019-06-03	0	0	0
966416	2019-06-03	1	1	1
969903	2019-06-03	0	0	2
971850	2019-06-03	1	1	1
972661	2019-06-03	0	1	1
975683	2019-06-03	0	1	2
975994	2019-06-03	0	0	0
980070	2019-06-03	0	0	0
980967	2019-06-03	0	0	0
981492	2019-06-03	1	1	1
981803	2019-06-03	0	0	0
982653	2019-06-03	0	0	0
986215	2019-06-03	1	1	1
986579	2019-06-03	0	0	0
987290	2019-06-03	1	1	1
987583	2019-06-03	1	1	2
991027	2019-06-03	1	1	1
991202	2019-06-03	0	0	0
1054467	2019-06-03	0	0	0
1055560	2019-06-03	0	0	0
1312793	2019-06-03	1	1	2
1313618	2019-06-03	1	1	1
1314247	2019-06-03	1	1	2
1314361	2019-06-03	0	1	1
1315576	2019-06-03	1	1	1
1315976	2019-06-03	0	0	0
1316194	2019-06-03	0	0	0
1135037	2019-06-03	0	0	0
1135123	2019-06-03	0	0	0
1135691	2019-06-03	1	1	1
1136441	2019-06-03	1	1	1
1137070	2019-06-03	0	0	0
1137670	2019-06-03	0	0	0
1137813	2019-06-03	1	2	2
1138106	2019-06-03	1	1	1
1139142	2019-06-03	0	0	0
1139749	2019-06-03	2	2	2
1140160	2019-06-03	0	0	0
1141021	2019-06-03	1	3	3
1141657	2019-06-03	0	0	0
1141871	2019-06-03	1	1	1
1313625	2019-06-03	0	1	1
1314136	2019-06-03	0	0	0
1315029	2019-06-03	0	0	0
1315283	2019-06-03	1	1	1
1315765	2019-06-03	0	0	0
1260163	2019-06-03	1	2	2
1260424	2019-06-03	0	0	0
1260563	2019-06-03	0	0	0
1059958	2019-06-03	0	0	0
1060058	2019-06-03	1	2	2
1061487	2019-06-03	0	0	0
1061944	2019-06-03	0	0	0
1062598	2019-06-03	0	0	0
1062880	2019-06-03	1	1	1
1063802	2019-06-03	0	0	1
1065131	2019-06-03	0	1	2
1065674	2019-06-03	0	0	0
1066985	2019-06-03	1	2	3
1086498	2019-06-03	1	2	3
1088695	2019-06-03	1	1	1
1090467	2019-06-03	0	0	0
1090631	2019-06-03	0	0	0
994292	2019-06-03	1	2	3
998479	2019-06-03	0	0	0
998665	2019-06-03	1	1	1
999733	2019-06-03	0	1	2
1000905	2019-06-03	1	1	3
1002005	2019-06-03	0	0	0
1002384	2019-06-03	0	0	0
1002741	2019-06-03	0	0	0
1004938	2019-06-03	0	0	0
1071011	2019-06-03	0	0	1
1073526	2019-06-03	0	1	2
1073669	2019-06-03	0	1	1
1074062	2019-06-03	0	0	0
1074548	2019-06-03	2	2	2
1074598	2019-06-03	1	2	3
1077495	2019-06-03	0	0	0
1078274	2019-06-03	0	0	0
1080239	2019-06-03	0	0	0
1080453	2019-06-03	1	2	2
1080607	2019-06-03	1	1	1
1081150	2019-06-03	0	0	0
1268506	2019-06-03	0	1	1
1268991	2019-06-03	0	0	0
1269042	2019-06-03	1	1	1
1269408	2019-06-03	0	0	0
1269544	2019-06-03	1	1	3
1269695	2019-06-03	1	1	1
1271282	2019-06-03	0	0	0
1271969	2019-06-03	0	1	1
1272569	2019-06-03	0	0	0
1272771	2019-06-03	0	0	0
1273356	2019-06-03	0	0	0
1274322	2019-06-03	0	0	0
1270646	2019-06-03	0	0	0
1270680	2019-06-03	0	0	0
1270746	2019-06-03	0	0	0
1272286	2019-06-03	0	0	0
1272703	2019-06-03	0	0	0
1274292	2019-06-03	0	0	0
1274339	2019-06-03	0	0	0
1275343	2019-06-03	0	0	0
1277098	2019-06-03	0	0	0
1277934	2019-06-03	1	1	1
1278383	2019-06-03	0	0	0
1278502	2019-06-03	1	1	1
1279085	2019-06-03	0	0	0
1279236	2019-06-03	0	0	0
1275043	2019-06-03	1	2	3
1275345	2019-06-03	0	0	0
1276262	2019-06-03	0	0	0
1277115	2019-06-03	1	1	1
