ID_CONTA	DT_ACORDO	QTD_CPC_10D	QTD_CPC_1M	QTD_CPC_3M	QTD_CPC_6M	QTD_CP_10D	QTD_CP_1M	QTD_CP_3M	QTD_CP_6M	QTD_ACIONAMENTO_10D	QTD_ACIONAMENTO_1M	QTD_ACIONAMENTO_3M	QTD_ACIONAMENTO_6M
1071061	2019-03-21	0	0	0	0	0	0	0	0	1	4	15	20
1102564	2019-03-20	0	0	0	0	0	0	0	0	2	8	24	33
1374191	2019-03-20	0	0	0	4	0	0	1	1	3	7	52	66
1336893	2018-11-22	0	0	0	0	0	0	0	0	0	4	168	281
1168466	2019-06-03	0	0	0	0	0	0	0	3	1	17	55	165
1472765	2019-06-03	0	0	1	1	0	0	4	6	4	26	134	236
1300120	2019-03-20	0	0	0	0	1	1	1	1	10	29	39	66
1314895	2019-03-20	0	0	0	0	0	0	0	0	10	31	184	211
899933	2019-04-04	0	0	1	1	0	0	0	1	0	1	44	114
807599	2019-06-03	0	0	0	1	0	0	0	0	3	8	29	54
910449	2018-11-22	0	0	0	0	0	0	0	0	0	2	2	2
875342	2019-06-03	0	0	0	0	0	0	1	2	1	23	107	173
1339427	2018-11-22	0	0	0	0	0	0	0	0	1	1	1	1
667066	2019-03-20	0	0	0	0	0	0	0	0	2	6	32	50
1188018	2019-03-22	0	0	0	0	0	0	0	0	1	5	29	124
1251402	2019-03-20	0	1	1	1	0	0	0	0	3	17	59	59
554221	2019-06-03	0	0	0	0	0	0	1	1	0	21	113	147
1169888	2019-03-22	0	0	0	0	0	0	0	0	4	7	27	110
1010624	2019-03-22	0	0	0	0	0	0	0	2	1	8	26	77
1210259	2019-06-03	0	0	0	1	1	2	4	4	5	28	66	86
1179276	2019-06-03	0	0	0	0	0	0	0	0	0	16	59	79
1100201	2018-11-22	0	0	0	0	0	0	0	0	0	2	2	33
1150033	2018-11-22	0	0	0	0	0	0	0	0	10	15	15	15
718391	2019-03-22	0	0	0	0	0	0	1	2	1	5	29	42
1061142	2019-06-03	0	0	0	1	0	0	3	6	0	60	133	161
960097	2019-03-22	0	0	0	0	0	0	0	0	2	6	21	32
1238522	2019-03-22	0	0	0	1	0	0	0	0	1	6	27	32
1175124	2019-03-20	0	0	0	0	0	0	0	0	3	6	14	19
1100140	2019-06-03	0	0	0	0	0	0	0	0	0	15	42	62
1422764	2019-06-04	0	0	0	0	0	0	6	8	2	13	97	269
1392104	2019-06-03	0	0	0	0	0	0	0	0	0	2	34	132
935870	2019-03-21	0	0	0	0	0	0	1	2	3	7	28	46
791912	2019-03-20	0	0	0	0	0	0	0	0	1	7	27	35
1157303	2019-03-22	0	0	0	0	0	1	1	1	0	6	31	101
1293880	2018-11-22	0	0	0	0	0	0	0	0	1	1	22	22
275943	2019-03-22	0	0	1	1	0	0	7	12	0	5	25	70
603970	2019-06-03	0	0	0	0	0	0	3	3	0	0	20	252
1093126	2019-06-03	0	0	0	0	0	0	3	4	1	6	40	149
178632	2019-03-22	0	0	0	2	1	1	1	1	5	6	6	14
1002002	2019-06-03	0	0	0	0	0	0	0	0	0	0	23	102
210778	2019-06-03	0	0	0	0	0	1	3	3	0	26	47	81
1256477	2019-03-22	0	0	0	0	0	0	0	0	2	4	31	40
1458707	2019-06-03	0	0	0	0	0	0	0	0	2	12	47	151
1113138	2019-06-03	0	0	0	0	0	0	0	0	0	11	84	113
968693	2019-06-03	0	0	0	0	0	0	1	1	2	22	53	145
1165959	2019-06-03	0	0	1	2	0	0	2	4	4	30	97	249
789838	2019-03-22	0	0	0	0	0	0	0	0	1	4	31	106
977811	2019-06-03	0	0	0	0	0	0	0	0	2	18	117	272
658108	2019-06-03	0	0	1	2	0	0	0	5	4	12	36	76
1244521	2019-06-03	0	1	1	2	0	0	1	2	6	23	69	153
406753	2018-11-22	0	0	0	0	0	0	0	0	0	2	4	16
846789	2019-03-22	0	0	0	0	0	0	1	1	3	6	23	63
1352246	2018-11-22	0	0	0	0	0	0	0	0	4	7	9	25
417059	2018-11-22	0	0	0	0	0	0	0	1	1	2	2	136
1307859	2019-06-04	0	0	0	0	0	0	0	0	4	17	60	74
829182	2019-03-20	0	0	0	0	0	0	0	0	1	4	29	41
1061961	2019-06-03	0	0	2	2	0	5	6	7	0	10	29	60
1460866	2019-06-03	0	0	0	0	0	0	3	3	1	6	57	120
685945	2019-03-20	0	0	0	2	0	0	1	1	3	25	55	270
707867	2019-03-22	0	0	0	0	0	0	0	0	2	5	16	32
773936	2019-03-22	0	0	0	2	1	1	1	1	5	5	5	10
1161075	2019-06-03	0	0	0	0	0	0	1	1	0	14	23	61
1282317	2018-11-22	0	0	0	0	0	1	1	1	7	15	15	15
1171738	2019-03-21	0	0	0	0	1	1	1	1	2	10	32	37
70189	2018-11-22	0	0	0	0	0	0	0	0	1	62	136	137
1442709	2019-06-04	0	0	0	0	0	0	0	0	3	33	120	264
1090115	2019-06-03	0	0	0	0	0	0	0	0	0	0	17	95
1459627	2019-03-22	0	0	0	2	0	0	0	0	3	3	14	17
1201262	2019-06-03	0	0	0	0	0	0	1	1	2	13	22	52
985417	2019-06-03	0	0	0	0	0	0	0	1	1	11	34	120
763906	2019-03-20	0	0	3	4	0	0	0	2	17	17	21	32
1243620	2019-06-03	0	0	0	0	0	0	1	1	2	25	49	70
1006269	2019-03-21	0	0	0	0	0	0	1	3	4	8	74	109
626228	2018-11-22	0	0	0	0	0	0	0	0	10	10	10	10
1401112	2019-06-04	0	0	1	3	0	1	3	3	21	86	104	237
1310811	2019-06-03	0	0	0	2	0	0	0	0	2	6	34	119
1489323	2019-06-04	0	0	1	1	0	0	0	1	1	9	50	134
670812	2019-03-21	0	0	0	0	0	0	0	1	2	8	32	40
1214660	2018-11-22	0	0	0	0	0	0	0	0	6	10	10	10
1379875	2019-06-04	0	0	0	0	0	0	0	2	0	10	36	105
1204000	2019-06-03	0	0	1	2	0	1	2	5	1	13	32	87
1524884	2019-06-04	0	0	0	0	0	0	0	0	1	7	26	108
585533	2018-11-22	0	0	0	0	1	1	1	1	10	14	14	14
1198083	2019-06-03	0	0	1	1	0	0	0	0	2	17	46	68
1058339	2019-03-22	0	0	0	0	0	0	0	0	2	5	21	176
609351	2019-03-22	0	0	0	1	0	0	4	4	2	5	29	54
685150	2019-03-22	0	0	0	0	0	1	1	1	1	7	32	57
603166	2019-03-20	0	0	0	0	0	0	0	0	2	6	16	48
874755	2019-03-20	0	0	0	0	0	1	2	2	2	3	7	18
580383	2018-11-22	0	0	0	0	0	0	2	2	0	0	12	19
741055	2019-06-03	0	0	1	1	0	0	0	2	8	40	43	115
1477878	2019-06-03	0	0	0	0	0	1	2	2	2	14	33	104
1296906	2019-06-04	0	0	0	0	0	1	2	16	2	8	30	101
1266260	2019-06-04	0	1	1	1	0	1	1	2	6	14	50	64
1280374	2019-06-03	0	0	0	0	0	0	0	0	1	6	48	101
1116231	2019-03-22	0	1	1	1	0	0	0	0	3	9	27	35
1272511	2018-11-22	0	0	0	0	0	0	0	1	2	3	15	17
904062	2019-03-20	0	0	0	0	0	0	0	0	2	5	47	66
1508294	2019-06-04	0	0	0	0	0	0	7	17	3	12	53	186
666668	2019-03-22	0	0	0	0	0	0	0	0	3	6	15	86
1481425	2019-06-03	0	0	1	1	0	0	0	0	7	30	124	202
1200647	2019-06-03	0	0	0	0	0	0	0	0	0	14	50	74
1296965	2019-06-04	0	0	0	2	0	0	0	1	4	11	45	83
933979	2019-06-03	0	0	0	0	0	0	0	0	8	17	43	182
1285201	2019-03-22	0	0	0	0	0	1	3	3	3	7	58	85
1085797	2019-06-03	0	0	1	1	0	0	0	3	2	10	44	73
978786	2019-06-03	0	0	0	0	0	0	1	2	2	16	60	120
678798	2018-11-22	0	0	0	0	0	0	0	0	7	18	18	18
1189657	2019-03-22	0	0	0	0	0	0	3	5	0	4	23	36
513035	2019-06-03	0	0	0	0	0	0	0	0	1	6	37	126
1321495	2019-04-04	0	0	0	0	0	0	0	0	0	3	73	162
1295215	2019-03-20	0	0	0	0	0	0	0	0	1	3	3	8
1076456	2019-06-03	0	0	0	0	0	0	0	0	1	6	23	51
1066637	2019-04-04	0	0	0	0	0	0	0	0	0	0	0	7
952818	2019-03-22	0	0	0	0	0	0	1	2	2	5	28	40
1456559	2019-06-03	0	0	1	1	1	2	2	3	3	27	35	129
1394514	2019-03-20	0	0	2	3	0	0	0	1	1	2	9	20
1256058	2018-11-22	0	0	0	0	0	0	0	0	1	1	1	1
1316433	2019-03-20	0	0	0	0	0	0	2	2	3	7	28	64
1042515	2019-03-22	0	0	1	4	0	0	1	4	2	4	36	56
1146626	2019-06-03	0	0	0	0	0	0	0	1	3	66	175	317
1001958	2019-06-03	0	0	0	0	0	0	0	0	2	16	34	96
1117468	2019-06-03	0	0	0	0	0	0	0	0	0	9	29	64
599047	2019-03-20	0	0	0	0	0	0	0	2	3	7	33	174
1284248	2019-03-20	0	0	1	2	0	0	0	1	1	9	25	55
1406475	2019-03-21	0	0	0	3	0	0	0	1	3	3	22	125
1298708	2019-03-22	0	0	0	0	0	0	0	4	2	5	31	99
719180	2019-03-22	0	0	0	0	0	0	0	4	4	7	18	275
676066	2018-11-22	0	0	0	0	0	0	0	0	0	4	30	56
1279776	2019-06-03	0	0	1	1	0	0	2	4	8	23	57	92
1110046	2019-06-03	0	0	0	0	0	0	0	0	7	13	49	86
545662	2018-11-22	0	0	0	0	0	0	0	3	1	2	8	26
1490970	2019-06-04	0	1	1	1	0	0	0	2	0	8	21	92
1139045	2018-11-22	0	0	0	2	0	0	0	0	0	4	98	182
1338000	2018-11-22	0	0	0	0	0	0	0	1	0	0	0	7
1188151	2018-11-22	0	0	2	3	0	1	1	1	12	20	88	143
1283692	2019-06-04	0	0	0	0	0	0	0	2	0	14	78	166
968104	2018-11-22	0	0	0	0	0	0	0	0	5	15	15	15
1481511	2019-06-04	0	0	1	1	0	3	3	7	36	70	86	296
753144	2019-06-03	0	0	0	0	0	0	1	1	3	19	41	68
908009	2019-06-03	0	0	1	1	0	0	1	1	2	13	50	129
1459349	2019-06-03	0	0	0	0	0	0	1	1	0	5	56	142
1467372	2019-06-03	0	0	0	3	0	0	0	3	4	33	117	163
1341792	2018-11-22	0	0	0	0	0	0	0	0	3	3	20	29
461398	2019-03-20	0	0	0	0	0	0	1	1	0	0	6	9
1458124	2019-06-03	0	0	0	0	0	0	0	0	2	14	71	157
1122884	2019-03-21	0	0	0	0	0	0	0	9	2	6	25	239
1476231	2019-06-04	0	0	0	0	0	0	0	0	1	20	76	173
1112845	2019-06-03	0	0	0	0	0	0	0	0	1	8	33	45
1260936	2019-06-03	0	0	0	0	0	1	2	2	0	16	43	78
1424364	2019-03-20	0	0	0	0	0	0	0	0	10	30	129	307
1414324	2019-06-03	0	0	0	2	0	0	1	2	2	11	26	32
1459166	2019-03-22	0	0	0	0	0	0	1	8	3	12	30	70
946486	2019-06-03	1	1	1	3	0	0	1	8	5	20	49	160
1483167	2019-06-03	0	0	0	0	0	0	1	1	3	14	39	67
391456	2019-03-22	0	0	0	0	0	0	0	0	1	2	16	47
804669	2018-11-22	0	0	0	0	0	0	0	0	0	7	80	162
1507942	2019-06-04	0	0	1	4	0	0	0	0	2	14	26	55
838713	2019-03-22	0	0	0	0	0	0	0	1	1	4	24	47
1240850	2019-03-22	0	0	0	0	0	0	0	0	3	7	19	75
1137936	2019-03-22	0	0	0	0	0	0	0	0	1	7	30	113
425160	2019-06-03	0	0	0	0	0	0	0	0	1	10	28	40
336000	2019-06-03	0	0	1	5	1	3	3	9	12	41	79	160
1171671	2019-06-03	0	0	0	0	0	0	0	0	2	23	77	148
624840	2019-03-20	0	0	0	0	0	0	0	0	1	5	21	32
575068	2019-03-22	0	0	0	0	0	0	0	0	3	6	30	137
1435358	2019-06-04	0	0	0	0	2	4	8	11	17	41	210	383
864022	2019-06-03	0	0	0	1	0	0	0	2	0	0	6	49
894824	2019-03-22	0	0	0	0	0	0	0	0	2	4	21	36
1053471	2019-06-03	0	0	0	0	0	0	0	0	0	10	68	138
1219122	2019-03-22	0	0	1	1	0	0	3	3	2	4	18	83
820374	2019-03-20	0	0	0	0	0	0	0	0	2	5	19	25
1287290	2019-06-04	0	0	0	0	0	0	1	2	1	4	25	120
374632	2019-06-03	0	0	0	0	0	0	1	8	4	17	55	110
1165739	2019-06-03	0	0	1	1	0	0	0	0	1	7	19	73
940178	2019-06-03	0	0	0	0	0	0	1	2	5	51	196	283
1226822	2018-11-22	0	0	0	0	1	1	1	1	9	13	13	13
521950	2018-11-22	0	0	0	0	0	0	0	0	0	1	1	3
373591	2019-03-20	0	0	0	1	0	0	0	0	1	3	3	6
837192	2019-06-03	0	0	0	0	0	0	1	1	2	19	57	77
1469752	2019-03-21	0	0	1	1	0	0	0	0	6	11	66	121
1324930	2018-11-22	0	0	0	0	0	0	0	0	0	3	3	3
1294470	2019-03-22	0	0	0	0	0	0	1	2	1	5	19	34
1238622	2018-11-22	0	0	0	0	0	0	0	0	36	112	220	239
1299024	2018-11-22	0	0	0	2	0	0	0	1	5	19	173	280
349337	2019-03-20	0	0	0	0	0	0	0	0	3	8	17	26
1034006	2019-06-03	0	0	0	0	0	0	1	1	0	0	24	159
1521255	2019-06-04	0	0	0	1	0	0	0	0	2	9	33	104
1263400	2018-11-22	0	0	0	1	0	0	2	2	10	15	34	39
1552034	2019-06-04	0	0	0	0	0	0	2	3	2	24	161	310
1261882	2019-03-20	0	0	0	0	0	0	1	3	3	7	65	104
1475193	2019-03-20	0	0	0	0	0	0	0	0	9	11	77	276
1418008	2019-03-20	0	0	1	1	0	0	0	6	11	16	49	190
828319	2018-11-22	0	0	0	0	0	0	0	0	12	17	17	17
1345660	2019-06-03	0	0	0	0	0	0	1	1	3	31	89	139
1313830	2018-11-22	0	0	0	0	0	0	0	0	2	3	3	3
1331073	2018-11-22	0	0	0	0	0	0	0	0	1	1	1	1
1257841	2019-03-22	0	0	0	0	0	0	1	1	1	1	16	32
1549276	2019-06-04	0	0	0	0	0	0	1	2	1	4	18	101
1378906	2019-03-20	0	0	1	1	0	0	1	2	2	2	18	54
420216	2018-11-22	0	0	0	0	0	0	0	2	6	28	214	355
1198651	2019-03-20	0	0	0	0	0	0	0	0	4	11	19	193
1317561	2019-03-20	0	0	1	1	0	0	4	7	0	0	61	88
1222480	2019-03-22	0	0	0	0	0	0	0	0	2	4	26	87
769718	2019-06-03	0	0	0	0	0	0	0	0	4	60	145	306
932604	2018-11-22	0	0	0	0	0	0	0	0	3	5	5	5
1418556	2019-06-03	0	0	0	1	0	0	1	1	2	14	41	106
1475392	2019-03-20	0	0	0	0	0	0	0	0	0	10	99	123
984376	2019-03-22	0	0	0	0	0	0	1	1	0	0	10	17
771306	2019-03-20	0	0	0	0	0	0	0	0	3	8	67	184
1383182	2019-03-20	0	0	0	1	0	0	0	1	1	2	54	90
695994	2019-06-03	0	0	0	0	0	1	2	3	0	18	42	68
1342984	2018-11-22	0	0	0	0	0	0	0	0	3	4	9	16
1350658	2019-03-20	0	0	0	0	0	0	0	0	0	2	6	11
1105485	2019-06-03	0	0	0	1	0	0	1	1	3	18	40	43
1417602	2019-03-20	0	0	0	0	0	0	0	0	2	3	10	164
1299626	2018-11-22	0	0	0	0	0	0	0	0	0	0	22	22
1004584	2019-06-03	0	0	0	0	0	0	1	1	6	20	43	70
1389977	2019-06-04	0	0	0	0	0	0	4	6	4	20	84	117
1386055	2018-11-22	1	1	1	1	1	1	1	1	7	9	23	23
568161	2019-06-03	0	0	0	0	0	0	0	1	0	0	26	205
1178465	2019-03-20	0	0	3	5	0	1	3	8	8	10	27	97
1219731	2018-11-22	0	0	0	0	0	0	0	2	0	1	39	153
1304556	2018-11-22	0	0	0	0	0	0	0	0	0	0	11	27
932164	2019-03-20	0	0	0	0	0	0	0	0	1	2	2	7
1292908	2019-03-20	0	0	0	0	0	0	0	1	4	11	97	189
1505680	2019-06-04	0	0	1	3	0	0	2	3	5	52	137	155
806912	2019-03-22	0	0	0	0	0	0	0	0	1	1	1	1
734304	2019-03-22	0	0	0	0	0	0	0	2	1	6	29	33
1155206	2019-03-22	0	0	0	0	0	0	0	0	2	9	27	39
1350378	2019-06-03	0	0	0	1	0	0	0	8	1	7	24	105
589509	2019-03-20	0	0	0	0	0	0	0	0	0	0	0	6
1090151	2019-03-22	0	0	0	0	0	0	0	0	5	5	13	26
1100203	2019-06-03	0	0	1	2	0	0	1	4	1	4	16	108
1473546	2019-06-03	0	0	0	0	0	0	1	1	1	5	39	98
749690	2018-11-22	0	0	1	2	0	0	0	0	9	40	118	266
1213901	2019-06-03	0	0	0	0	0	0	1	2	1	11	20	33
1473358	2019-06-03	0	0	0	0	0	0	0	4	0	12	59	195
936268	2019-06-03	0	0	0	0	0	0	0	0	0	0	0	74
1264227	2018-11-22	0	0	0	0	0	0	0	0	0	1	1	1
1176707	2019-03-22	0	0	2	7	0	0	1	2	2	8	35	60
1131959	2018-11-22	0	0	0	0	0	0	0	0	5	5	5	5
1377459	2019-06-03	0	0	0	2	0	1	1	3	1	13	45	72
873474	2018-11-22	0	0	0	0	1	3	3	3	9	12	12	12
947142	2019-04-04	0	0	3	5	1	2	2	2	5	12	41	149
793208	2019-06-03	0	0	1	1	0	0	0	2	0	9	29	48
1108945	2019-06-03	0	0	0	0	0	0	0	0	0	0	3	41
1206990	2019-03-22	0	0	0	0	0	0	0	0	1	3	7	25
1230913	2018-11-22	0	0	0	0	0	0	0	0	8	29	127	174
581118	2019-03-22	0	0	0	0	0	0	1	1	3	7	19	51
677480	2018-11-22	0	0	0	0	0	0	0	0	9	20	20	20
1459147	2018-11-22	0	0	0	0	0	0	0	0	5	29	133	152
1270937	2019-06-04	0	0	0	0	0	0	0	1	1	9	34	66
1205462	2019-06-03	0	0	0	0	0	0	0	0	5	27	87	241
1000759	2019-03-20	0	0	0	0	0	0	0	0	0	0	0	0
1264577	2019-03-20	0	0	0	0	0	0	0	0	1	1	7	33
1461570	2019-06-03	0	0	0	0	0	0	1	2	1	3	28	75
610181	2019-03-22	0	0	0	0	0	0	0	0	1	8	30	124
579174	2019-06-03	0	0	0	0	0	1	4	7	2	12	41	135
1086390	2019-06-03	0	0	0	0	0	0	0	0	2	15	44	153
1097403	2018-11-22	0	0	0	0	0	0	0	0	1	1	1	1
1335337	2019-06-03	0	0	0	0	0	0	0	0	1	18	61	149
1307348	2019-03-22	0	0	0	0	0	0	0	0	2	5	18	44
1454625	2019-03-20	0	0	0	0	0	0	0	0	1	5	39	70
1512107	2019-06-04	0	0	0	0	0	0	2	3	2	3	33	65
1379637	2019-03-20	0	0	0	2	0	0	0	2	3	5	48	236
1235894	2018-11-22	0	0	0	0	0	0	0	0	0	4	108	156
1367292	2019-06-03	0	0	0	0	0	0	0	0	7	23	38	64
240093	2019-03-22	0	0	0	0	0	0	0	0	3	6	21	34
1183983	2019-03-20	0	0	0	0	0	0	0	0	3	9	25	106
1324771	2019-03-20	0	0	0	0	0	0	1	1	6	31	114	137
409801	2019-03-22	0	0	0	0	0	0	0	0	2	11	23	35
1229137	2019-03-20	1	1	1	1	0	0	0	0	14	28	112	112
953046	2019-06-03	0	0	0	0	0	0	1	1	0	5	15	48
1090281	2019-03-22	0	0	0	0	1	1	3	4	14	27	49	78
1507231	2019-06-04	0	0	0	0	0	0	5	6	10	46	173	337
1296384	2019-03-20	0	0	1	1	0	1	3	3	1	4	38	47
883544	2019-03-22	0	0	0	0	0	0	0	0	3	9	20	149
1069545	2019-03-22	0	0	0	0	0	0	0	0	1	5	17	46
983433	2019-03-22	0	0	0	0	0	0	0	0	4	9	19	36
1191899	2019-03-22	0	0	0	0	0	0	0	0	2	5	35	45
1203783	2018-11-22	0	0	0	0	0	0	0	0	8	29	145	281
355667	2019-06-03	0	0	0	0	0	0	0	0	0	9	27	63
1126277	2019-03-22	0	0	0	0	0	0	0	0	2	2	13	37
1191053	2019-03-22	0	0	0	0	0	0	0	0	4	9	23	33
1154752	2019-06-03	0	1	1	3	0	2	3	14	7	26	37	146
1187886	2019-06-03	0	0	0	0	0	0	1	1	2	17	28	49
1317265	2019-03-22	0	0	0	0	0	0	0	0	2	7	33	43
1487356	2019-06-04	0	0	0	0	0	0	3	3	4	5	20	106
1199076	2018-11-22	0	0	0	0	0	0	0	0	1	4	4	4
670456	2018-11-22	0	0	0	0	0	0	0	0	1	3	5	6
685106	2019-06-03	0	0	0	0	0	0	0	1	7	29	68	205
729494	2018-11-22	0	0	0	0	0	0	0	0	7	11	11	29
1484545	2019-06-03	0	0	1	1	0	2	4	6	2	23	69	128
784250	2018-11-22	0	0	0	0	0	0	0	0	9	20	150	211
978667	2019-06-03	0	0	0	0	0	0	0	0	0	29	69	83
1144897	2018-11-22	0	0	0	0	0	0	0	0	0	7	48	57
1240669	2019-03-22	0	0	0	0	0	0	0	0	2	5	30	62
593219	2019-03-22	0	0	0	0	0	0	0	0	3	6	23	37
1297546	2019-06-04	0	0	1	2	0	0	1	1	5	8	47	149
1240458	2019-06-03	0	0	0	0	0	0	1	1	2	11	50	229
1215130	2019-03-21	0	0	0	0	0	0	0	0	4	10	20	44
1149315	2019-06-03	0	0	0	1	0	0	2	9	0	31	72	134
918578	2019-03-22	0	0	2	2	0	0	2	2	3	10	34	53
1377695	2019-03-22	0	0	1	1	0	0	0	1	4	12	28	61
1253333	2019-03-22	0	0	2	2	0	0	0	0	7	8	30	60
1025587	2019-03-20	0	0	0	0	0	0	0	0	2	22	100	106
765273	2019-06-03	0	0	0	0	0	0	1	1	1	6	61	93
1165835	2018-11-22	0	0	0	0	0	0	0	0	0	8	38	39
1331661	2019-06-04	0	0	1	1	0	1	1	1	6	18	29	43
1465701	2019-06-03	0	0	0	0	0	0	1	1	1	5	17	59
1481481	2019-06-04	0	0	0	2	1	1	4	13	9	34	62	150
1271337	2019-06-03	0	0	0	0	0	0	1	2	2	5	34	241
1444000	2019-06-04	0	0	0	1	0	0	0	3	0	2	11	60
728112	2019-06-03	0	0	0	0	0	0	1	1	0	6	26	189
951869	2019-03-21	0	0	0	0	0	0	0	0	1	4	25	67
1160906	2019-06-03	0	0	0	0	0	0	0	0	1	11	49	83
893462	2019-03-20	0	0	0	0	0	0	0	0	2	9	23	30
716206	2019-06-03	0	0	0	0	0	0	0	0	0	0	1	24
1454828	2019-03-20	0	0	1	1	0	1	1	3	10	28	41	183
1360535	2019-06-03	0	0	0	0	0	0	0	0	1	3	5	95
608400	2018-11-22	0	0	0	0	0	0	0	0	12	16	16	16
676481	2019-03-22	0	0	0	0	0	0	0	0	2	4	8	17
1239093	2019-03-20	0	0	0	0	0	0	1	8	24	49	144	173
1023150	2019-03-22	0	0	0	1	0	0	0	0	5	5	5	55
930135	2018-11-22	0	0	1	2	0	0	0	1	10	14	34	70
1423314	2019-06-04	0	0	0	0	0	0	1	2	1	3	28	75
1095859	2019-03-22	0	0	0	0	0	0	0	0	0	0	2	5
1057280	2019-06-03	0	0	0	0	0	0	1	1	0	10	24	41
747554	2019-06-03	0	0	0	0	0	0	3	5	4	16	51	75
1489880	2019-06-04	0	0	0	0	0	0	0	0	7	59	264	344
1322709	2019-06-03	0	0	0	0	0	0	1	1	0	6	30	65
1263353	2018-11-22	0	0	0	0	0	0	1	1	0	1	7	13
998857	2019-03-22	0	0	0	0	0	0	0	0	0	1	3	31
1296498	2018-11-22	0	0	0	0	0	0	0	0	11	14	22	30
1173741	2019-06-03	0	2	2	3	0	0	0	3	2	18	48	77
1030550	2019-03-21	0	0	0	1	0	0	0	0	3	5	22	42
1494376	2019-06-04	0	1	1	3	0	0	2	4	0	1	46	135
1481844	2019-06-03	0	0	0	0	0	0	0	0	1	11	30	82
1284940	2018-11-22	0	0	0	0	0	0	0	0	12	14	14	14
1058748	2019-06-03	0	0	0	0	0	0	0	2	0	21	45	79
824176	2019-03-22	0	0	0	1	0	0	3	3	4	10	89	130
1110107	2018-11-22	0	0	0	0	0	0	0	0	8	15	17	17
1247517	2018-11-22	0	0	0	0	0	0	0	0	0	15	175	272
1284045	2018-11-22	0	0	0	0	0	0	0	0	11	13	20	25
1109029	2019-06-03	0	0	1	2	0	0	0	2	0	4	10	24
524916	2019-06-03	0	0	0	0	0	0	1	3	0	6	48	120
1275480	2019-03-21	0	0	0	0	0	0	1	1	16	35	118	132
796187	2019-06-03	0	0	0	0	0	0	1	1	0	9	32	70
892750	2019-03-20	0	0	0	0	0	0	0	0	2	3	20	31
1258536	2019-03-20	0	0	0	0	0	0	1	1	3	9	29	33
1348000	2019-06-03	0	0	0	0	0	0	0	1	6	30	80	120
838343	2019-03-22	0	0	2	2	0	0	0	0	0	20	34	64
1137152	2019-06-03	0	0	0	0	0	0	3	4	1	9	25	73
1232163	2019-03-20	0	0	0	0	0	0	2	2	16	34	80	88
1340646	2018-11-22	0	0	0	0	1	1	1	1	10	11	23	47
1471684	2019-06-04	0	0	0	1	0	0	0	2	2	7	37	103
611462	2019-03-22	0	0	0	0	0	0	0	0	2	5	27	48
1263408	2019-03-20	0	0	0	0	0	0	0	0	2	6	23	81
943195	2019-06-03	0	0	0	0	0	0	0	0	2	15	47	75
1195610	2018-11-22	0	0	0	0	0	0	0	0	9	15	179	185
671506	2018-11-22	0	0	0	0	0	0	0	0	0	0	12	17
667704	2018-11-22	0	0	0	0	0	1	1	1	9	14	14	18
1233116	2018-11-22	0	0	0	0	0	0	0	0	1	2	2	2
1360922	2019-06-04	0	0	0	0	0	0	2	4	0	6	32	94
1153865	2019-06-03	0	0	0	0	0	0	0	0	2	15	50	65
1183740	2019-06-03	0	0	0	0	0	0	0	0	0	12	46	76
1514251	2019-06-04	0	0	0	0	0	0	1	1	1	13	42	150
1067574	2019-03-22	0	0	0	0	1	1	1	1	5	10	43	116
1058718	2019-03-20	0	0	1	3	1	2	4	4	9	40	101	198
1466958	2019-06-04	0	0	0	0	0	0	2	14	3	4	17	150
1515932	2019-06-04	0	0	0	1	0	0	0	1	3	21	59	101
1227754	2019-06-03	0	0	0	0	0	0	0	1	7	16	59	142
959406	2018-11-22	0	0	0	0	1	1	1	1	9	11	58	70
917068	2019-06-03	0	0	1	1	0	0	0	0	3	9	68	203
1397042	2018-11-22	0	0	0	0	0	0	0	0	0	46	123	270
1196381	2018-11-22	0	0	2	2	0	0	2	2	0	30	334	479
618425	2019-03-22	0	0	1	1	0	0	2	2	1	19	39	51
1431600	2019-03-20	0	0	0	0	0	0	0	0	21	24	24	24
734015	2018-11-22	0	0	0	0	0	0	0	0	7	20	359	366
1181162	2018-11-22	0	0	0	0	0	0	0	0	4	69	317	518
1527324	2019-06-04	0	0	1	1	0	0	1	5	0	8	54	115
350022	2019-06-03	0	0	0	1	0	0	1	4	5	44	91	233
1237434	2018-11-22	0	0	0	0	0	0	0	0	6	17	17	17
869297	2018-11-22	0	0	0	1	0	0	4	4	8	25	147	307
1212674	2018-11-22	0	0	0	0	0	0	0	0	0	4	106	290
1447102	2019-06-04	0	0	0	2	0	0	2	3	1	7	33	130
1051995	2019-06-03	0	0	0	0	0	0	1	1	3	28	66	86
1258345	2019-06-03	0	0	0	0	0	0	3	4	8	40	64	111
1249227	2019-06-04	0	0	0	1	0	0	1	1	2	13	37	108
1481307	2019-03-20	0	0	2	8	1	1	2	2	21	35	90	123
507772	2019-03-22	0	0	0	0	0	0	0	0	4	6	29	100
1543434	2019-06-04	0	1	1	1	0	2	2	3	11	24	90	234
977408	2019-06-03	0	0	0	0	0	2	3	5	1	8	15	43
1153804	2019-03-20	0	0	0	0	0	0	0	0	3	4	4	4
427688	2019-03-22	1	1	1	1	0	0	0	0	2	7	21	29
1162375	2019-03-22	0	0	0	0	0	0	0	0	2	3	24	52
917434	2019-03-21	0	0	0	0	0	0	1	4	4	9	38	128
